#{"t_start": 1753632185.7505076, "env_id": "None"}
63.0,10,15.832253
49.0,16,15.845276
54.0,8,15.857132
66.0,4,15.860555
70.0,9,15.871108
55.0,7,15.875216
62.0,8,15.885744
28.0,28,15.909266
57.0,5,15.914933
59.0,3,15.916656
69.0,7,15.931239
66.0,15,15.944491
69.0,10,15.951129
50.0,1,15.954398
60.0,10,15.964435
57.0,2,15.967219
56.0,6,15.971888
59.0,3,15.975823
60.0,5,15.983809
50.0,1,15.984362
57.0,5,15.991158
65.0,13,16.000005
57.0,5,16.010251
52.0,10,16.020806
59.0,3,16.022496
61.0,4,16.025861
58.0,4,16.034507
61.0,12,16.044489
58.0,4,16.0481
57.0,5,16.055263
59.0,3,16.059798
78.0,8,16.065603
50.0,1,16.069699
58.0,4,16.074201
59.0,6,16.083562
57.0,2,16.087122
49.0,16,16.101186
51.0,11,16.109187
68.0,8,16.120764
59.0,3,16.124479
71.0,8,16.13206
69.0,10,16.142437
54.0,8,16.153786
39.0,23,16.171657
55.0,7,16.178347
56.0,6,16.187321
56.0,17,16.207144
65.0,16,16.222381
48.0,17,16.234323
56.0,6,16.240191
50.0,1,16.24521
58.0,10,16.25323
61.0,7,16.259637
57.0,5,16.264305
65.0,8,16.275425
65.0,18,16.291325
54.0,8,16.299439
54.0,8,16.306977
50.0,1,16.310833
67.0,9,16.317806
57.0,2,16.320985
50.0,1,16.321573
81.0,14,16.338905
59.0,3,16.339556
54.0,8,16.346513
50.0,1,16.349173
57.0,2,16.354302
46.0,25,16.373658
64.0,12,16.385703
55.0,7,16.391963
56.0,6,16.404882
50.0,1,16.405631
55.0,13,16.42072
55.0,7,16.427803
50.0,1,16.432653
58.0,7,16.439212
57.0,2,16.440097
61.0,12,16.452444
67.0,11,16.467413
59.0,14,16.480926
60.0,5,16.484741
45.0,17,16.498505
57.0,8,16.507773
49.0,13,16.519249
88.0,15,16.532728
50.0,1,16.532962
58.0,4,16.54112
67.0,6,16.54886
73.0,8,16.556856
54.0,11,16.56888
56.0,6,16.576926
75.0,9,16.584977
50.0,1,16.587947
56.0,6,16.592781
57.0,5,16.602167
52.0,10,16.6103
57.0,2,16.610976
59.0,6,16.617671
51.0,17,16.636777
58.0,7,16.642874
71.0,10,16.650709
54.0,17,16.66684
54.0,8,16.67697
50.0,1,16.67749
57.0,5,16.681194
74.0,7,16.689031
56.0,12,16.70798
50.0,1,16.708559
59.0,6,16.716723
83.0,10,16.724257
58.0,4,16.733007
59.0,6,16.739213
50.0,15,16.750568
59.0,6,16.75601
50.0,1,16.759903
62.0,8,16.768075
50.0,1,16.768666
65.0,8,16.776244
80.0,12,16.79112
58.0,22,16.811128
54.0,14,16.822353
73.0,14,16.8355
58.0,4,16.843119
64.0,6,16.847635
54.0,8,16.855643
59.0,3,16.859293
57.0,2,16.866876
59.0,3,16.867883
99.0,15,16.881278
62.0,19,16.899126
71.0,21,16.919791
77.0,18,16.937695
57.0,5,16.941119
57.0,2,16.941672
56.0,6,16.9534
52.0,10,16.961321
56.0,9,16.973226
57.0,5,16.977786
59.0,3,16.985559
66.0,4,16.989542
59.0,14,17.00186
59.0,3,17.005487
51.0,11,17.020163
58.0,4,17.024985
52.0,10,17.03272
66.0,4,17.036577
63.0,7,17.048492
58.0,4,17.05258
51.0,14,17.063968
54.0,14,17.08008
56.0,6,17.089092
50.0,1,17.09175
66.0,7,17.096412
54.0,8,17.104832
55.0,7,17.114488
57.0,5,17.118098
52.0,13,17.130885
62.0,9,17.138308
57.0,5,17.146507
51.0,11,17.158043
63.0,10,17.167131
58.0,4,17.171331
64.0,14,17.186249
67.0,12,17.197831
61.0,7,17.205643
64.0,3,17.206861
64.0,3,17.213971
50.0,1,17.214526
62.0,8,17.222847
50.0,12,17.232342
53.0,17,17.251964
55.0,7,17.25767
58.0,7,17.264815
56.0,9,17.271615
60.0,5,17.280408
50.0,1,17.280915
55.0,7,17.288932
54.0,8,17.296177
50.0,21,17.316951
59.0,3,17.321218
61.0,4,17.324558
58.0,4,17.32786
59.0,11,17.340675
59.0,9,17.350873
65.0,5,17.355243
57.0,5,17.359838
56.0,6,17.370283
55.0,10,17.378225
53.0,17,17.392302
59.0,3,17.396191
65.0,8,17.408038
64.0,3,17.411896
55.0,7,17.421949
60.0,5,17.426034
52.0,13,17.442949
54.0,11,17.455569
64.0,12,17.465177
51.0,11,17.476053
58.0,7,17.484811
59.0,3,17.489266
59.0,14,17.50203
58.0,7,17.506664
46.0,16,17.525068
59.0,3,17.527889
57.0,8,17.535632
47.0,15,17.549744
81.0,13,17.564389
20.0,30,17.591268
57.0,5,17.595171
50.0,1,17.595672
60.0,23,17.618627
-24.0,30,17.639584
58.0,10,17.648419
55.0,7,17.654555
60.0,8,17.664815
57.0,2,17.665082
45.0,17,17.677471
55.0,7,17.683397
58.0,7,17.695454
50.0,1,17.695956
78.0,5,17.699139
50.0,1,17.701544
58.0,4,17.71042
104.0,14,17.721976
63.0,8,17.730061
55.0,10,17.741957
58.0,4,17.750087
165.0,23,17.770661
68.0,16,17.786733
-36.0,30,17.81623
-48.0,30,17.84879
34.0,30,17.879701
67.0,12,17.890754
66.0,25,17.912189
57.0,2,17.918883
61.0,7,17.924234
-24.0,30,17.954296
64.0,3,17.957804
-30.0,30,17.987662
39.0,30,18.016249
-24.0,30,18.041289
-18.0,30,18.080822
108.0,10,18.091425
-9.0,30,18.120201
100.0,10,18.129006
106.0,9,18.137213
66.0,4,18.144821
99.0,17,18.163068
107.0,30,18.186362
59.0,11,18.195309
152.0,30,18.225642
41.0,30,18.255345
57.0,2,18.255928
64.0,3,18.258519
52.0,10,18.271188
-15.0,30,18.29699
85.0,12,18.308069
58.0,22,18.330989
59.0,30,18.359695
2.0,30,18.38725
170.0,21,18.403127
99.0,8,18.414577
-48.0,30,18.44616
-18.0,30,18.474179
-12.0,30,18.497383
-15.0,30,18.521885
-24.0,30,18.550187
59.0,3,18.553572
81.0,25,18.572215
18.0,30,18.60128
-12.0,30,18.633651
46.0,30,18.663846
3.0,30,18.691027
-12.0,30,18.721251
5.0,30,18.754721
-9.0,30,18.779289
-25.0,30,18.801216
-45.0,30,18.826627
-27.0,30,18.859423
-12.0,30,18.887782
-2.0,30,18.91291
-21.0,30,18.94067
-48.0,30,18.975187
-21.0,30,19.003702
-15.0,30,19.030726
-27.0,30,19.057851
-2.0,30,19.09274
57.0,2,19.095907
-6.0,30,19.121372
-28.0,30,19.150965
-24.0,30,19.183669
-30.0,30,19.214812
-24.0,30,19.23934
-19.0,30,19.267235
-27.0,30,19.295891
-30.0,30,19.322551
-27.0,30,19.349343
9.0,30,19.377521
-18.0,30,19.410602
-48.0,30,19.443738
-48.0,30,19.47319
169.0,18,19.491197
-24.0,30,19.523109
50.0,1,19.525936
-9.0,30,19.548047
12.0,30,19.574774
-42.0,30,19.608179
-48.0,30,19.638981
25.0,30,19.662118
-48.0,30,19.689221
-39.0,30,19.721648
6.0,30,19.747036
-9.0,30,19.770398
-36.0,30,19.795363
-16.0,30,19.825646
-42.0,30,19.855083
-45.0,30,19.880562
-9.0,30,19.906985
-48.0,30,19.939981
78.0,8,19.946538
-21.0,30,19.974018
167.0,21,19.993811
20.0,30,20.026819
-24.0,30,20.053257
76.0,10,20.059974
-16.0,30,20.088772
-48.0,30,20.120445
76.0,19,20.138609
-3.0,30,20.166802
78.0,30,20.19091
50.0,1,20.194575
28.0,30,20.224068
-6.0,30,20.252943
-9.0,30,20.280302
-8.0,30,20.345846
-48.0,30,20.382895
54.0,30,20.407567
60.0,30,20.437853
-45.0,30,20.470595
-3.0,30,20.496693
-11.0,30,20.518629
-7.0,30,20.542566
-45.0,30,20.574414
-42.0,30,20.604607
-48.0,30,20.630054
-12.0,30,20.661076
-12.0,30,20.692103
50.0,1,20.695006
-1.0,30,20.724185
179.0,30,20.749838
-7.0,30,20.780951
-1.0,30,20.810421
-4.0,30,20.83425
34.0,30,20.865172
-33.0,30,20.896619
97.0,13,20.907856
78.0,5,20.914582
-15.0,30,20.941988
106.0,30,20.976828
-18.0,30,21.001801
-6.0,30,21.032936
55.0,23,21.052162
70.0,30,21.084979
3.0,30,21.110151
131.0,17,21.127954
77.0,10,21.135728
60.0,30,21.168945
-15.0,30,21.195207
121.0,28,21.22065
200.0,30,21.250955
-30.0,30,21.285119
108.0,13,21.295151
-48.0,30,21.324508
-1.0,30,21.349985
80.0,27,21.381713
111.0,26,21.405492
192.0,28,21.433395
84.0,11,21.443867
164.0,30,21.48438
-30.0,30,21.514168
63.0,30,21.543967
75.0,6,21.548843
-9.0,30,21.584822
-27.0,30,21.612696
56.0,30,21.64595
123.0,14,21.657378
-4.0,30,21.703458
63.0,20,21.725667
-33.0,30,21.752458
-27.0,30,21.782671
62.0,30,21.815203
120.0,11,21.827725
143.0,23,21.850954
-7.0,30,21.87624
6.0,30,21.908721
82.0,7,21.916326
50.0,12,21.927884
217.0,26,21.950017
120.0,25,21.979153
56.0,14,21.994663
37.0,30,22.019114
76.0,11,22.029697
75.0,6,22.038812
-18.0,30,22.067349
94.0,21,22.086909
102.0,14,22.101088
9.0,30,22.132406
-33.0,30,22.165448
80.0,6,22.169355
-45.0,30,22.196634
179.0,30,22.23258
82.0,30,22.262685
62.0,30,22.286367
62.0,30,22.31413
112.0,30,22.34778
72.0,6,22.354755
110.0,11,22.364326
82.0,7,22.368168
130.0,23,22.392408
66.0,10,22.403684
167.0,21,22.422854
148.0,22,22.445018
-45.0,30,22.484184
64.0,3,22.487957
78.0,20,22.507351
57.0,2,22.508064
65.0,30,22.541559
58.0,4,22.544946
-48.0,30,22.56898
180.0,21,22.589067
64.0,3,22.596414
109.0,30,22.629522
70.0,30,22.655553
99.0,8,22.663665
-48.0,30,22.700967
111.0,23,22.719025
106.0,12,22.730702
105.0,15,22.746429
172.0,30,22.780307
86.0,30,22.807728
88.0,15,22.821581
10.0,30,22.848355
-25.0,30,22.884607
121.0,18,22.900404
26.0,30,22.929838
92.0,22,22.950181
162.0,26,22.979416
133.0,25,23.000831
93.0,30,23.031881
86.0,12,23.043868
112.0,16,23.06321
66.0,4,23.066607
76.0,30,23.0951
49.0,30,23.129069
65.0,8,23.140969
212.0,28,23.173249
106.0,12,23.184972
62.0,30,23.211372
233.0,30,23.246726
92.0,11,23.254637
51.0,17,23.269137
86.0,12,23.279314
139.0,27,23.308191
60.0,5,23.313928
191.0,23,23.334187
65.0,30,23.361918
82.0,30,23.39662
52.0,30,23.430288
139.0,25,23.457617
119.0,30,23.487991
92.0,14,23.50402
72.0,30,23.535654
113.0,30,23.563804
173.0,20,23.583052
87.0,30,23.619864
119.0,21,23.637336
51.0,30,23.662669
155.0,16,23.675598
81.0,30,23.712956
129.0,30,23.74276
86.0,8,23.750233
182.0,30,23.781196
59.0,3,23.787906
90.0,22,23.810025
101.0,30,23.842562
169.0,30,23.869713
182.0,30,23.905808
88.0,10,23.914017
87.0,30,23.942575
172.0,21,23.962337
66.0,12,23.98038
58.0,4,23.984396
92.0,7,23.992041
46.0,30,24.021233
95.0,10,24.035342
100.0,30,24.065556
123.0,29,24.09114
74.0,10,24.102072
182.0,30,24.136335
6.0,30,24.168103
134.0,25,24.191064
81.0,14,24.207757
167.0,28,24.239929
130.0,21,24.257752
174.0,30,24.287203
79.0,7,24.293824
78.0,5,24.301908
100.0,10,24.31356
64.0,3,24.317011
-48.0,30,24.344386
187.0,30,24.381124
91.0,15,24.393516
192.0,30,24.424728
110.0,15,24.438714
166.0,30,24.477669
171.0,30,24.507127
66.0,4,24.510139
100.0,18,24.523602
128.0,23,24.549805
107.0,14,24.562274
108.0,10,24.572093
205.0,28,24.595386
124.0,13,24.611208
61.0,7,24.618341
179.0,30,24.649985
153.0,30,24.682477
133.0,15,24.701219
150.0,16,24.714492
67.0,6,24.721144
82.0,30,24.751349
153.0,30,24.783916
143.0,30,24.811886
104.0,30,24.839247
115.0,11,24.848814
64.0,3,24.856414
-48.0,30,24.893015
80.0,6,24.89975
116.0,30,24.928451
102.0,22,24.951171
136.0,17,24.96832
113.0,30,24.997561
84.0,11,25.009348
165.0,28,25.039895
126.0,30,25.068475
221.0,27,25.091335
147.0,30,25.122354
199.0,26,25.150938
166.0,19,25.171423
171.0,22,25.191582
155.0,16,25.205483
135.0,30,25.237157
174.0,30,25.265471
64.0,6,25.270326
72.0,6,25.278668
155.0,19,25.297522
166.0,30,25.326344
84.0,8,25.334969
184.0,25,25.359576
113.0,13,25.374218
162.0,20,25.396017
93.0,9,25.404855
187.0,30,25.432742
91.0,11,25.450838
179.0,30,25.482487
95.0,10,25.494893
87.0,30,25.519215
139.0,30,25.554681
192.0,30,25.58253
143.0,15,25.596244
129.0,30,25.624987
158.0,30,25.659384
99.0,11,25.669244
73.0,26,25.690231
127.0,15,25.706171
92.0,10,25.721275
142.0,30,25.751701
81.0,8,25.760259
167.0,26,25.787704
128.0,14,25.804922
129.0,30,25.835777
217.0,26,25.862134
137.0,30,25.893547
161.0,24,25.921568
172.0,30,25.951964
-48.0,30,25.984658
56.0,6,25.988857
187.0,30,26.025658
159.0,30,26.053249
122.0,15,26.069169
166.0,30,26.094875
179.0,30,26.134085
178.0,20,26.155979
182.0,30,26.183689
-48.0,30,26.211974
187.0,30,26.257756
182.0,30,26.288071
-48.0,30,26.317142
181.0,23,26.339333
166.0,30,26.37402
171.0,30,26.402942
150.0,30,26.431332
177.0,30,26.460448
93.0,9,26.472933
106.0,30,26.505376
67.0,6,26.509418
-48.0,30,26.53692
159.0,24,26.564506
150.0,30,26.59262
179.0,30,26.622168
117.0,12,26.631868
166.0,30,26.662924
163.0,30,26.693859
73.0,13,26.705681
186.0,23,26.729762
212.0,28,26.76121
166.0,30,26.792357
135.0,15,26.808838
179.0,30,26.841148
193.0,24,26.869823
192.0,30,26.896003
182.0,30,26.927485
-48.0,30,26.956436
142.0,30,26.991999
175.0,21,27.009509
-48.0,30,27.035314
163.0,22,27.057066
129.0,13,27.074332
69.0,9,27.08199
78.0,8,27.090755
169.0,30,27.123111
182.0,30,27.156598
85.0,6,27.162995
174.0,30,27.19141
171.0,30,27.223201
192.0,30,27.253609
171.0,30,27.287586
-48.0,30,27.317117
-48.0,30,27.347655
166.0,30,27.384518
161.0,30,27.415476
114.0,12,27.425627
162.0,17,27.441894
174.0,30,27.483237
120.0,11,27.493079
53.0,29,27.520158
72.0,6,27.524102
187.0,30,27.562553
192.0,30,27.594074
174.0,30,27.621839
166.0,30,27.646821
166.0,30,27.684645
166.0,30,27.712405
94.0,8,27.719118
171.0,30,27.745607
182.0,30,27.779278
174.0,30,27.811703
187.0,30,27.84218
139.0,30,27.873434
197.0,29,27.909661
179.0,30,27.936113
179.0,30,27.966666
41.0,30,27.995898
150.0,30,28.033558
179.0,30,28.059404
171.0,30,28.090844
174.0,30,28.122627
229.0,29,28.15629
157.0,17,28.173889
171.0,30,28.205292
169.0,30,28.237563
187.0,30,28.271744
192.0,30,28.304672
179.0,30,28.335156
171.0,30,28.365536
105.0,11,28.382318
155.0,30,28.412452
155.0,30,28.443205
134.0,30,28.474892
166.0,30,28.513865
179.0,30,28.542753
190.0,21,28.562376
147.0,30,28.59455
179.0,30,28.630056
165.0,20,28.649024
187.0,30,28.677574
174.0,30,28.702967
171.0,30,28.741071
218.0,25,28.765648
187.0,30,28.793971
233.0,30,28.81979
209.0,30,28.857271
192.0,30,28.888441
238.0,30,28.914855
179.0,30,28.941971
198.0,24,28.971221
147.0,30,28.998876
139.0,30,29.028597
192.0,30,29.056325
135.0,15,29.076028
171.0,30,29.106151
187.0,30,29.161863
171.0,30,29.194369
192.0,30,29.231266
163.0,30,29.258037
182.0,30,29.282934
179.0,30,29.309727
163.0,30,29.341576
187.0,30,29.369541
163.0,30,29.396744
166.0,30,29.424356
179.0,30,29.464291
155.0,30,29.497751
85.0,9,29.506354
86.0,8,29.514324
179.0,30,29.551936
171.0,30,29.579059
187.0,30,29.611119
171.0,30,29.639199
134.0,30,29.67816
179.0,30,29.708561
179.0,30,29.74087
140.0,16,29.755128
187.0,30,29.790924
192.0,30,29.823599
187.0,30,29.854542
171.0,30,29.884447
179.0,30,29.916899
192.0,30,29.949147
187.0,30,29.97788
179.0,30,30.00939
179.0,30,30.043694
192.0,30,30.071743
174.0,30,30.100201
187.0,30,30.130172
192.0,30,30.165722
139.0,30,30.198793
187.0,30,30.225199
192.0,30,30.255154
171.0,30,30.291282
178.0,20,30.31488
155.0,30,30.347974
187.0,30,30.373456
179.0,30,30.412546
174.0,30,30.441225
179.0,30,30.477448
85.0,6,30.482465
192.0,30,30.52016
176.0,19,30.535383
179.0,30,30.568027
179.0,30,30.594394
174.0,30,30.632234
187.0,30,30.658522
192.0,30,30.688607
107.0,30,30.714509
179.0,30,30.75257
163.0,30,30.779456
187.0,30,30.807315
179.0,30,30.833493
139.0,30,30.870113
171.0,30,30.901086
187.0,30,30.932932
192.0,30,30.961071
147.0,30,31.001062
163.0,30,31.026729
171.0,30,31.058035
171.0,30,31.088172
185.0,28,31.124855
171.0,30,31.155477
182.0,30,31.18489
171.0,30,31.213412
187.0,30,31.247528
182.0,30,31.276302
179.0,30,31.303942
179.0,30,31.335674
171.0,30,31.370762
166.0,30,31.403589
141.0,14,31.415615
134.0,30,31.444615
192.0,30,31.484849
163.0,30,31.516343
179.0,30,31.543713
179.0,30,31.570987
192.0,30,31.60668
155.0,30,31.63734
179.0,30,31.664085
135.0,15,31.679551
187.0,30,31.718371
171.0,30,31.744037
171.0,30,31.77824
192.0,30,31.813511
139.0,30,31.856351
155.0,30,31.889103
131.0,30,31.920898
179.0,30,31.946653
192.0,30,31.982911
155.0,30,32.014095
187.0,30,32.045013
182.0,30,32.073812
192.0,30,32.111756
163.0,30,32.139376
155.0,30,32.172383
171.0,30,32.200253
147.0,30,32.240827
192.0,30,32.271558
139.0,30,32.301292
105.0,13,32.3124
163.0,30,32.348898
192.0,30,32.380729
138.0,20,32.400845
179.0,30,32.4314
171.0,30,32.472438
201.0,26,32.497813
171.0,30,32.525922
206.0,24,32.549494
163.0,30,32.585741
171.0,30,32.614071
94.0,8,32.621852
171.0,30,32.648254
150.0,30,32.684072
166.0,30,32.712446
182.0,30,32.743012
155.0,30,32.768611
171.0,30,32.805737
179.0,30,32.837769
139.0,30,32.867116
179.0,30,32.898447
163.0,30,32.935078
197.0,27,32.964658
155.0,30,32.995031
171.0,30,33.024989
177.0,30,33.060695
89.0,13,33.074565
171.0,30,33.110811
106.0,12,33.124824
187.0,30,33.160165
139.0,30,33.189024
187.0,30,33.217992
171.0,30,33.249834
189.0,29,33.285364
155.0,30,33.316951
100.0,10,33.324715
190.0,24,33.34707
174.0,30,33.386431
179.0,30,33.413455
192.0,30,33.446368
217.0,26,33.474929
192.0,30,33.514151
171.0,30,33.540421
179.0,30,33.568903
171.0,30,33.596622
171.0,30,33.634953
187.0,30,33.662096
179.0,30,33.690034
192.0,30,33.715983
179.0,30,33.754109
179.0,30,33.784094
184.0,22,33.807976
163.0,30,33.83752
179.0,30,33.876863
171.0,30,33.907818
171.0,30,33.940288
171.0,30,33.969224
187.0,30,34.006359
187.0,30,34.034726
147.0,30,34.062417
179.0,30,34.092626
171.0,30,34.132652
171.0,30,34.159208
171.0,30,34.186566
60.0,10,34.194403
139.0,30,34.233517
171.0,30,34.264999
86.0,8,34.27311
166.0,30,34.301274
155.0,30,34.335333
171.0,30,34.371035
163.0,30,34.404917
171.0,30,34.444905
71.0,7,34.455516
139.0,30,34.494955
192.0,30,34.520411
187.0,30,34.547721
171.0,30,34.581761
179.0,30,34.611259
155.0,30,34.636962
192.0,30,34.668216
182.0,30,34.705279
127.0,12,34.718196
179.0,30,34.746184
196.0,28,34.772644
209.0,26,34.804072
192.0,30,34.838071
229.0,29,34.865952
171.0,30,34.895749
179.0,30,34.931388
171.0,30,34.963358
171.0,30,34.990007
192.0,30,35.020944
171.0,30,35.057131
187.0,30,35.088032
142.0,30,35.117
192.0,30,35.145382
163.0,30,35.180256
171.0,30,35.211774
187.0,30,35.242202
155.0,30,35.28198
155.0,30,35.315614
147.0,30,35.343494
171.0,30,35.374742
163.0,30,35.403728
155.0,30,35.436652
136.0,14,35.454322
166.0,30,35.486957
163.0,30,35.520937
179.0,30,35.553183
92.0,7,35.563097
171.0,30,35.596383
213.0,29,35.629473
163.0,30,35.662153
173.0,25,35.688478
171.0,30,35.716813
174.0,30,35.745207
171.0,30,35.785254
70.0,8,35.793546
147.0,30,35.819569
179.0,30,35.849912
197.0,22,35.876436
179.0,30,35.908384
187.0,30,35.936652
139.0,30,35.96713
234.0,29,36.00344
155.0,30,36.038029
192.0,30,36.070733
155.0,30,36.099781
89.0,13,36.117326
179.0,30,36.149812
179.0,30,36.179689
179.0,30,36.207496
187.0,30,36.246362
192.0,30,36.274723
139.0,30,36.307805
192.0,30,36.335984
169.0,30,36.373077
187.0,30,36.40409
187.0,30,36.438141
139.0,30,36.473064
163.0,30,36.51082
187.0,30,36.538838
179.0,30,36.571102
187.0,30,36.602867
171.0,30,36.639607
192.0,30,36.668636
179.0,30,36.699015
234.0,29,36.727356
179.0,30,36.765327
179.0,30,36.791043
192.0,30,36.824104
139.0,30,36.851511
192.0,30,36.888276
139.0,30,36.918854
192.0,30,36.948235
192.0,30,36.978271
147.0,30,37.015269
171.0,30,37.046182
171.0,30,37.079204
187.0,30,37.111252
179.0,30,37.149917
147.0,30,37.178957
187.0,30,37.209763
179.0,30,37.239202
187.0,30,37.27768
171.0,30,37.308155
139.0,30,37.340902
171.0,30,37.370088
179.0,30,37.408329
73.0,5,37.412988
155.0,30,37.441014
171.0,30,37.479222
131.0,30,37.514645
192.0,30,37.54525
179.0,30,37.573316
179.0,30,37.602932
179.0,30,37.638495
139.0,30,37.671226
166.0,30,37.696841
119.0,15,37.71302
139.0,30,37.750911
192.0,30,37.781354
187.0,30,37.810223
85.0,9,37.817771
192.0,30,37.851372
179.0,30,37.881181
92.0,10,37.889529
187.0,30,37.922263
187.0,30,37.95781
192.0,30,37.987862
187.0,30,38.013875
187.0,30,38.044246
179.0,30,38.07983
174.0,30,38.111583
187.0,30,38.139761
171.0,30,38.168581
163.0,30,38.200592
139.0,30,38.237199
142.0,16,38.254117
187.0,30,38.28489
155.0,30,38.322097
171.0,30,38.351807
171.0,30,38.38277
171.0,30,38.409985
179.0,30,38.45076
216.0,27,38.47854
192.0,30,38.509513
64.0,6,38.516982
179.0,30,38.552893
163.0,30,38.584992
182.0,30,38.612875
187.0,30,38.644964
139.0,30,38.67797
155.0,30,38.708563
187.0,30,38.73423
179.0,30,38.76256
171.0,30,38.797219
155.0,30,38.828636
182.0,30,38.856106
171.0,30,38.888155
147.0,30,38.922433
179.0,30,38.954196
139.0,30,38.981774
182.0,30,39.008541
171.0,30,39.042802
187.0,30,39.071223
187.0,30,39.100252
179.0,30,39.127072
229.0,29,39.199166
171.0,30,39.226885
147.0,30,39.255168
155.0,30,39.292642
192.0,30,39.326314
187.0,30,39.357191
187.0,30,39.38506
163.0,30,39.411094
192.0,30,39.449742
179.0,30,39.481546
155.0,30,39.512966
187.0,30,39.539563
192.0,30,39.577554
163.0,30,39.607661
187.0,30,39.634682
191.0,23,39.657527
192.0,30,39.69247
171.0,30,39.722713
192.0,30,39.751344
192.0,30,39.781455
182.0,30,39.818238
187.0,30,39.851386
187.0,30,39.884367
179.0,30,39.91638
187.0,30,39.951067
134.0,30,39.98054
155.0,30,40.010799
174.0,30,40.043006
179.0,30,40.07956
171.0,30,40.109975
171.0,30,40.136261
187.0,30,40.16625
139.0,30,40.202581
179.0,30,40.23624
139.0,30,40.263029
187.0,30,40.296951
192.0,30,40.333768
179.0,30,40.3667
69.0,9,40.375634
179.0,30,40.40476
192.0,30,40.444378
139.0,30,40.47647
179.0,30,40.504786
192.0,30,40.530027
171.0,30,40.568071
163.0,30,40.595654
139.0,30,40.62906
139.0,30,40.656454
163.0,30,40.693022
187.0,30,40.723984
192.0,30,40.752321
