#{"t_start": 1753632985.960206, "env_id": "None"}
161.0,30,26.044398
144.0,30,26.065087
163.0,30,26.086808
23.0,30,26.106511
134.0,13,26.114554
171.0,30,26.219942
73.0,30,26.241238
192.0,30,26.261197
183.0,20,26.276503
99.0,30,26.381245
192.0,30,26.401568
174.0,30,26.421469
129.0,30,26.442382
-9.0,30,26.548616
30.0,30,26.569306
182.0,30,26.588485
192.0,30,26.610393
62.0,8,26.615458
131.0,30,26.714903
161.0,30,26.734554
72.0,6,26.738364
43.0,30,26.757524
91.0,13,26.766092
141.0,14,26.775422
192.0,30,26.798084
131.0,30,26.905782
158.0,30,26.931461
114.0,30,26.955283
146.0,30,26.973974
187.0,30,27.077943
104.0,12,27.085907
118.0,30,27.104549
147.0,30,27.125708
145.0,30,27.146438
113.0,30,27.253912
161.0,30,27.273673
169.0,18,27.287319
187.0,30,27.307667
91.0,11,27.316022
187.0,30,27.414457
111.0,18,27.42814
182.0,30,27.449371
179.0,30,27.46846
51.0,30,27.489609
123.0,30,27.593927
113.0,13,27.602847
178.0,20,27.618052
159.0,30,27.638769
169.0,26,27.656391
171.0,30,27.760686
177.0,30,27.779797
99.0,30,27.800332
174.0,30,27.823345
131.0,30,27.927559
155.0,30,27.951437
89.0,30,27.97148
226.0,27,27.989769
192.0,30,28.008226
161.0,30,28.11328
134.0,30,28.135794
147.0,30,28.158912
103.0,30,28.179064
184.0,22,28.2815
-48.0,30,28.303341
-48.0,30,28.32575
123.0,30,28.347827
192.0,30,28.449329
182.0,30,28.470282
164.0,30,28.490069
110.0,11,28.497256
187.0,30,28.519348
174.0,30,28.624024
-48.0,30,28.645801
155.0,30,28.667633
161.0,30,28.687001
192.0,30,28.709617
179.0,30,28.811757
158.0,30,28.833021
182.0,30,28.853353
179.0,27,28.871671
192.0,30,28.983825
142.0,30,29.002613
192.0,30,29.023822
67.0,6,29.028451
148.0,30,29.047523
192.0,30,29.152007
131.0,30,29.17119
167.0,23,29.18594
192.0,30,29.206228
70.0,30,29.226963
107.0,30,29.327918
71.0,4,29.330575
155.0,30,29.349388
147.0,30,29.370612
139.0,30,29.394591
99.0,30,29.498038
115.0,30,29.517034
192.0,30,29.535524
123.0,30,29.556031
182.0,30,29.658578
192.0,30,29.681127
150.0,30,29.703778
99.0,30,29.727013
171.0,30,29.864002
91.0,30,29.895026
155.0,30,29.926694
127.0,15,29.940292
163.0,30,29.964723
156.0,18,30.065625
121.0,30,30.088547
134.0,30,30.109101
177.0,30,30.129345
67.0,30,30.153491
204.0,23,30.257065
142.0,30,30.280187
139.0,30,30.300778
85.0,6,30.305412
19.0,30,30.32825
100.0,10,30.334624
187.0,30,30.440408
139.0,30,30.463661
172.0,30,30.487063
85.0,9,30.494947
139.0,30,30.515973
192.0,30,30.62665
147.0,30,30.647395
204.0,30,30.668827
187.0,30,30.690875
192.0,30,30.797583
129.0,30,30.820509
166.0,30,30.842537
102.0,30,30.86552
59.0,30,30.979672
134.0,13,30.989404
213.0,25,31.00511
192.0,30,31.025216
3.0,30,31.047832
182.0,30,31.149394
131.0,30,31.172375
172.0,21,31.186902
150.0,30,31.209242
179.0,30,31.231295
142.0,30,31.33128
69.0,17,31.344504
113.0,26,31.364625
92.0,7,31.36959
150.0,30,31.392007
187.0,30,31.50356
142.0,30,31.526265
51.0,30,31.548909
150.0,19,31.564443
11.0,30,31.588162
-18.0,30,31.702822
-48.0,30,31.72288
166.0,30,31.742904
92.0,10,31.751093
192.0,30,31.771759
163.0,30,31.872406
147.0,30,31.891317
219.0,29,31.910132
-48.0,30,31.933182
192.0,30,32.040966
166.0,30,32.060224
155.0,19,32.07216
107.0,30,32.092589
78.0,30,32.111291
192.0,30,32.204896
150.0,30,32.227373
171.0,30,32.249541
173.0,23,32.26704
161.0,21,32.282765
187.0,30,32.384181
192.0,30,32.40421
174.0,30,32.423674
171.0,30,32.445848
201.0,30,32.548497
147.0,29,32.567173
192.0,30,32.587292
187.0,30,32.613473
169.0,30,32.722877
192.0,30,32.744794
187.0,30,32.764186
192.0,30,32.783625
187.0,30,32.914912
83.0,30,32.945568
139.0,30,32.971036
177.0,26,32.991607
-15.0,30,33.012788
142.0,30,33.117481
62.0,8,33.123784
192.0,30,33.146302
139.0,30,33.167309
151.0,23,33.184771
142.0,30,33.325576
163.0,30,33.355873
127.0,12,33.368077
121.0,30,33.399699
115.0,30,33.434068
161.0,30,33.645061
184.0,22,33.664066
187.0,30,33.690272
192.0,30,33.716878
114.0,30,33.838354
174.0,30,33.862186
192.0,30,33.885308
158.0,30,33.911527
171.0,30,33.937966
147.0,30,34.08992
126.0,30,34.121138
182.0,30,34.152121
172.0,30,34.181653
120.0,14,34.323377
179.0,30,34.347004
137.0,30,34.373691
106.0,9,34.380311
182.0,30,34.406884
161.0,30,34.553569
161.0,30,34.579017
208.0,25,34.602763
97.0,30,34.625988
183.0,28,34.648635
179.0,30,34.781969
139.0,30,34.807963
105.0,30,34.835735
150.0,30,34.860536
153.0,21,34.879918
192.0,30,35.029785
192.0,30,35.057124
185.0,24,35.078905
139.0,30,35.106784
107.0,14,35.120742
190.0,21,35.243181
134.0,30,35.271893
156.0,30,35.30225
134.0,30,35.327672
155.0,30,35.458866
155.0,30,35.481652
147.0,30,35.50627
192.0,30,35.529759
88.0,30,35.651206
179.0,30,35.674771
187.0,30,35.701125
146.0,30,35.730603
139.0,30,35.75547
163.0,30,35.875776
166.0,19,35.891098
169.0,21,35.908728
174.0,30,35.934271
108.0,10,35.944624
85.0,6,35.949552
163.0,30,36.080355
174.0,30,36.10684
80.0,6,36.111632
91.0,30,36.13465
121.0,30,36.157676
182.0,30,36.274593
158.0,30,36.300261
187.0,30,36.324018
155.0,30,36.346616
166.0,30,36.446521
174.0,30,36.469513
118.0,30,36.492172
171.0,29,36.513695
141.0,14,36.522739
192.0,30,36.624995
192.0,30,36.647988
150.0,30,36.667275
146.0,30,36.686823
163.0,30,36.795356
171.0,30,36.816774
147.0,30,36.841336
158.0,30,36.861372
187.0,30,36.881214
166.0,30,36.997217
177.0,30,37.019993
179.0,30,37.041472
161.0,30,37.063554
142.0,30,37.162283
-48.0,30,37.182548
187.0,30,37.201118
159.0,30,37.220029
187.0,30,37.324318
128.0,14,37.334354
115.0,30,37.355699
20.0,30,37.377697
192.0,30,37.398682
171.0,30,37.505576
107.0,30,37.527797
163.0,30,37.550013
115.0,30,37.570783
139.0,30,37.677264
179.0,30,37.699875
171.0,30,37.72227
147.0,30,37.745234
192.0,30,37.766092
163.0,30,37.868608
192.0,30,37.891858
91.0,30,37.910635
179.0,30,37.934754
163.0,30,38.043829
179.0,30,38.064973
116.0,30,38.084649
161.0,30,38.104568
222.0,26,38.211303
174.0,30,38.231227
187.0,30,38.25171
192.0,30,38.274076
187.0,30,38.294697
70.0,30,38.401986
179.0,30,38.421886
155.0,30,38.443325
150.0,16,38.454023
98.0,12,38.466433
182.0,24,38.577054
57.0,5,38.581036
179.0,30,38.606951
177.0,30,38.634535
118.0,30,38.658206
89.0,8,38.664034
153.0,30,38.773431
187.0,30,38.793187
146.0,23,38.808233
179.0,30,38.830954
150.0,30,38.935833
150.0,30,38.961412
192.0,30,38.986897
166.0,30,39.010494
163.0,30,39.034451
177.0,30,39.143073
99.0,11,39.150666
187.0,30,39.170749
118.0,30,39.192492
125.0,20,39.206083
107.0,30,39.318243
187.0,30,39.340789
192.0,30,39.362545
179.0,30,39.38427
187.0,30,39.494183
150.0,30,39.516819
163.0,30,39.537848
226.0,27,39.558442
147.0,30,39.580772
179.0,30,39.692489
192.0,30,39.714812
129.0,16,39.726908
192.0,30,39.750304
99.0,8,39.756503
182.0,30,39.861689
140.0,30,39.882225
99.0,8,39.889216
179.0,30,39.914533
163.0,30,39.935992
77.0,9,39.942148
182.0,30,40.067534
171.0,30,40.092496
158.0,30,40.116267
192.0,30,40.139259
192.0,30,40.247765
187.0,30,40.270073
177.0,30,40.292776
128.0,14,40.303479
192.0,30,40.32589
192.0,30,40.441329
140.0,24,40.457935
155.0,30,40.478372
187.0,30,40.501654
150.0,30,40.614634
187.0,30,40.638606
217.0,26,40.657213
179.0,30,40.681733
169.0,18,40.696841
171.0,30,40.816255
174.0,30,40.837518
163.0,30,40.86094
171.0,30,40.883174
179.0,30,41.001098
174.0,30,41.024048
187.0,30,41.046501
177.0,30,41.0686
187.0,30,41.089174
192.0,30,41.193026
187.0,30,41.215124
192.0,30,41.236902
205.0,29,41.259653
163.0,30,41.378569
166.0,30,41.398795
171.0,30,41.418576
166.0,30,41.437663
156.0,30,41.54126
169.0,30,41.560447
83.0,30,41.580147
179.0,30,41.603094
163.0,30,41.71382
192.0,30,41.736494
171.0,30,41.758958
171.0,30,41.780921
179.0,30,41.803468
51.0,30,41.907892
166.0,30,41.929186
174.0,30,41.952193
177.0,30,41.979219
166.0,30,42.084707
182.0,30,42.104307
-5.0,30,42.131511
137.0,30,42.156442
19.0,30,42.344209
163.0,30,42.367202
166.0,30,42.389605
164.0,30,42.412969
179.0,30,42.539229
182.0,30,42.563641
171.0,30,42.591367
177.0,30,42.615695
73.0,5,42.620011
192.0,30,42.643615
153.0,30,42.75885
187.0,30,42.778432
192.0,30,42.801625
179.0,30,42.824922
192.0,30,42.938137
161.0,30,42.96523
164.0,30,42.990761
187.0,30,43.015036
192.0,30,43.133316
148.0,15,43.144747
187.0,30,43.168147
161.0,30,43.189101
135.0,30,43.210438
161.0,30,43.321361
171.0,30,43.341401
144.0,30,43.362215
187.0,30,43.384248
155.0,30,43.513106
137.0,30,43.537989
172.0,30,43.561836
163.0,30,43.584823
65.0,30,43.706368
161.0,30,43.730798
169.0,30,43.755168
192.0,30,43.77808
171.0,30,43.800652
147.0,30,43.913764
182.0,30,43.93775
171.0,30,43.962847
187.0,30,43.98781
152.0,30,44.09579
43.0,30,44.117461
123.0,30,44.136376
174.0,30,44.155643
35.0,30,44.254709
172.0,30,44.27531
182.0,30,44.297643
167.0,30,44.316985
182.0,30,44.437935
182.0,30,44.459961
172.0,30,44.483882
182.0,30,44.50777
171.0,30,44.532694
131.0,30,44.653262
151.0,30,44.676355
171.0,30,44.700673
151.0,30,44.724828
179.0,30,44.842326
179.0,30,44.865124
187.0,30,44.88782
106.0,30,44.912138
78.0,30,45.048127
179.0,30,45.070943
179.0,30,45.09958
135.0,30,45.130604
148.0,30,45.165813
192.0,30,45.292697
192.0,30,45.316056
130.0,30,45.339063
115.0,30,45.362019
155.0,30,45.480125
33.0,30,45.503616
60.0,30,45.533811
104.0,30,45.559618
140.0,30,45.685972
167.0,30,45.708416
129.0,30,45.733392
171.0,30,45.755496
97.0,30,45.958153
118.0,30,45.98496
147.0,30,46.010209
166.0,30,46.034883
155.0,16,46.049284
159.0,30,46.170669
163.0,30,46.196664
90.0,30,46.225312
187.0,30,46.253653
67.0,30,46.37923
121.0,30,46.403689
74.0,30,46.427202
156.0,30,46.453109
171.0,30,46.476362
111.0,30,46.604622
116.0,30,46.6299
39.0,30,46.654941
74.0,30,46.678577
120.0,30,46.799567
177.0,30,46.823003
172.0,30,46.846956
177.0,30,46.870358
69.0,30,46.991846
112.0,30,47.015804
122.0,30,47.039196
179.0,30,47.063033
12.0,30,47.182608
95.0,30,47.20299
163.0,30,47.222578
142.0,30,47.243414
39.0,30,47.262352
171.0,30,47.371555
51.0,30,47.394429
138.0,30,47.418077
152.0,30,47.440712
142.0,30,47.553394
148.0,30,47.57683
192.0,30,47.599034
132.0,30,47.62108
192.0,30,47.727433
192.0,30,47.748565
148.0,30,47.771586
171.0,30,47.794544
89.0,30,47.907188
174.0,30,47.930307
187.0,30,47.95364
91.0,30,47.977609
137.0,30,48.014596
156.0,30,48.214847
192.0,30,48.244001
179.0,30,48.27536
182.0,30,48.30904
144.0,30,48.48126
187.0,30,48.501482
192.0,30,48.521135
41.0,30,48.542832
174.0,30,48.656114
131.0,30,48.679749
166.0,30,48.703148
192.0,30,48.72514
177.0,30,48.750306
134.0,30,48.864651
155.0,30,48.88862
174.0,30,48.912259
95.0,10,48.920015
136.0,14,48.930548
171.0,30,49.044609
153.0,30,49.066502
187.0,30,49.087362
182.0,30,49.109241
162.0,17,49.120876
192.0,30,49.225892
142.0,30,49.244912
192.0,30,49.264094
177.0,30,49.291968
179.0,30,49.480309
163.0,30,49.502811
153.0,30,49.526856
169.0,30,49.549775
171.0,30,49.672764
169.0,30,49.698677
147.0,30,49.723741
155.0,30,49.747503
126.0,30,49.86677
153.0,30,49.890461
135.0,15,49.901965
162.0,30,49.933595
153.0,30,49.959715
174.0,30,50.088206
187.0,30,50.111097
172.0,30,50.135111
182.0,30,50.158858
156.0,30,50.181753
179.0,30,50.29201
192.0,30,50.314131
179.0,30,50.337296
135.0,30,50.361075
140.0,30,50.473901
174.0,30,50.500939
192.0,30,50.524165
192.0,30,50.546141
192.0,30,50.654825
169.0,30,50.677067
220.0,30,50.699255
192.0,30,50.723319
148.0,30,50.842138
163.0,30,50.863127
174.0,30,50.888355
68.0,10,50.896234
187.0,30,50.919467
187.0,30,51.032479
179.0,30,51.05382
69.0,9,51.060807
187.0,30,51.083875
187.0,30,51.106413
158.0,30,51.216346
204.0,23,51.232786
182.0,30,51.253172
187.0,30,51.273498
163.0,30,51.293707
153.0,30,51.413002
187.0,30,51.432701
171.0,30,51.454162
129.0,30,51.48116
127.0,30,51.595271
187.0,30,51.614672
147.0,30,51.635703
148.0,30,51.657341
146.0,30,51.77409
179.0,30,51.794806
163.0,30,51.817259
179.0,30,51.839997
120.0,30,51.862135
187.0,30,51.990506
105.0,30,52.012699
142.0,30,52.040852
169.0,30,52.064355
138.0,30,52.174736
172.0,30,52.19857
122.0,30,52.219597
144.0,30,52.245457
182.0,30,52.36694
192.0,30,52.389791
148.0,30,52.415233
147.0,30,52.438281
136.0,30,52.549957
119.0,30,52.574632
42.0,30,52.597397
106.0,30,52.619441
179.0,30,52.643122
187.0,30,52.75795
174.0,30,52.779953
187.0,30,52.800815
123.0,30,52.821936
144.0,30,52.943859
166.0,30,52.966884
142.0,30,52.990725
187.0,30,53.016509
187.0,30,53.13355
192.0,30,53.154631
179.0,30,53.175732
171.0,30,53.200027
192.0,30,53.307661
109.0,30,53.338964
156.0,30,53.368386
174.0,30,53.392318
192.0,30,53.415194
225.0,30,53.570992
115.0,11,53.581287
187.0,30,53.608011
137.0,30,53.635957
166.0,30,53.66006
187.0,30,53.782129
134.0,30,53.808192
179.0,30,53.837114
187.0,30,53.865474
192.0,30,53.997469
155.0,30,54.023306
179.0,30,54.049101
115.0,30,54.073511
182.0,30,54.186601
187.0,30,54.20922
179.0,30,54.232921
179.0,30,54.25719
171.0,30,54.429537
182.0,30,54.461815
155.0,30,54.491633
187.0,30,54.520537
192.0,30,54.545611
179.0,30,54.656359
171.0,30,54.678671
92.0,18,54.692223
192.0,30,54.716273
142.0,30,54.848806
179.0,30,54.873606
171.0,30,54.898436
177.0,30,54.924156
187.0,30,54.949392
155.0,30,55.071791
166.0,30,55.09515
131.0,30,55.121057
179.0,30,55.146428
166.0,30,55.266677
121.0,30,55.2891
155.0,30,55.312322
142.0,30,55.335318
187.0,30,55.456151
171.0,30,55.480019
171.0,30,55.505074
150.0,30,55.529739
147.0,30,55.655907
179.0,30,55.679244
155.0,30,55.702269
155.0,30,55.725155
155.0,30,55.74807
182.0,30,55.874683
171.0,30,55.899552
158.0,30,55.924599
171.0,30,55.95055
187.0,30,56.084451
134.0,30,56.109345
139.0,30,56.133207
179.0,30,56.156192
155.0,30,56.283505
172.0,30,56.307237
192.0,30,56.333717
139.0,30,56.357255
197.0,22,56.374781
192.0,30,56.498052
179.0,30,56.522644
187.0,30,56.549908
229.0,29,56.574698
174.0,30,56.704578
192.0,30,56.729005
171.0,30,56.756153
179.0,30,56.780874
192.0,30,56.897852
166.0,30,56.926212
192.0,30,56.952357
179.0,30,56.976965
166.0,30,57.000039
192.0,30,57.120689
187.0,30,57.144733
150.0,30,57.186669
155.0,30,57.225434
187.0,30,57.630648
139.0,30,57.653753
147.0,30,57.676643
183.0,20,57.69185
187.0,30,57.813384
187.0,30,57.836444
139.0,30,57.863215
179.0,30,57.88633
192.0,30,57.909753
79.0,7,58.01968
192.0,30,58.04841
147.0,30,58.073943
171.0,30,58.099831
151.0,23,58.123076
163.0,30,58.246111
171.0,30,58.273069
187.0,30,58.302682
187.0,30,58.330062
171.0,30,58.457504
142.0,30,58.48193
187.0,30,58.507765
192.0,30,58.532327
85.0,9,58.5394
182.0,30,58.647219
134.0,16,58.660344
174.0,30,58.685228
192.0,30,58.708807
171.0,30,58.731926
155.0,30,58.840945
182.0,30,58.866042
174.0,30,58.890068
179.0,30,58.918588
209.0,28,59.032655
192.0,30,59.057684
171.0,30,59.08484
171.0,30,59.109686
139.0,30,59.222226
179.0,30,59.244571
147.0,30,59.268019
187.0,30,59.290594
171.0,30,59.313603
147.0,30,59.425939
187.0,30,59.446896
187.0,30,59.466071
192.0,30,59.490395
187.0,30,59.596446
179.0,30,59.617087
179.0,30,59.642179
163.0,30,59.66474
179.0,30,59.765443
139.0,30,59.787851
171.0,30,59.810724
139.0,30,59.834079
155.0,30,59.855492
187.0,30,59.972486
179.0,30,59.997851
155.0,30,60.021062
179.0,30,60.047625
163.0,30,60.159795
179.0,30,60.182982
192.0,30,60.206502
192.0,30,60.229496
192.0,30,60.338276
155.0,30,60.359814
139.0,30,60.384256
187.0,30,60.407261
187.0,30,60.514158
192.0,30,60.537468
187.0,30,60.56125
192.0,30,60.584459
187.0,30,60.607852
179.0,30,60.725177
182.0,30,60.748374
187.0,30,60.7717
233.0,30,60.794456
179.0,30,60.918467
101.0,9,60.926303
187.0,30,60.946394
179.0,30,60.969767
125.0,17,60.982142
171.0,30,61.103993
192.0,30,61.127992
192.0,30,61.151541
171.0,30,61.175957
179.0,30,61.199202
139.0,30,61.320247
192.0,30,61.344173
163.0,30,61.367646
192.0,30,61.391398
153.0,30,61.513574
192.0,30,61.536667
147.0,30,61.559879
171.0,30,61.582691
147.0,30,61.69814
163.0,30,61.72201
204.0,23,61.740018
187.0,30,61.764215
187.0,30,61.788449
171.0,30,61.904808
182.0,30,61.927906
187.0,30,61.95093
179.0,30,61.97471
187.0,30,62.099125
171.0,30,62.121186
171.0,30,62.14441
192.0,30,62.167332
179.0,30,62.279432
192.0,30,62.302571
155.0,30,62.32535
171.0,30,62.348227
147.0,30,62.474987
155.0,19,62.491144
179.0,30,62.515771
163.0,30,62.542312
179.0,30,62.56474
171.0,30,62.719715
131.0,30,62.74328
171.0,30,62.766382
139.0,30,62.789196
147.0,30,62.901459
187.0,30,62.925261
102.0,16,62.939307
163.0,30,62.962573
192.0,30,62.987169
163.0,30,63.114665
163.0,30,63.142118
192.0,30,63.166675
147.0,30,63.191491
187.0,30,63.311427
187.0,30,63.332594
171.0,30,63.355708
174.0,30,63.37962
155.0,30,63.403622
192.0,30,63.544894
213.0,27,63.582417
171.0,30,63.614794
150.0,30,63.64465
179.0,30,63.921563
158.0,30,63.945839
142.0,30,63.968551
147.0,30,63.994378
171.0,30,64.128892
147.0,30,64.153473
171.0,30,64.178261
171.0,30,64.203475
192.0,30,64.316944
171.0,30,64.339328
171.0,30,64.363671
192.0,30,64.386272
179.0,30,64.409029
171.0,30,64.520362
179.0,30,64.543081
155.0,30,64.565555
147.0,30,64.587911
188.0,26,64.698283
187.0,30,64.721029
192.0,30,64.745168
171.0,30,64.766845
163.0,30,64.886728
187.0,30,64.913763
163.0,30,64.939507
115.0,30,64.966836
123.0,30,64.989817
171.0,30,65.112089
179.0,30,65.135538
147.0,30,65.161257
192.0,30,65.18493
200.0,25,65.297121
179.0,30,65.320929
155.0,30,65.344718
192.0,30,65.36852
155.0,30,65.491821
139.0,30,65.515348
163.0,30,65.539017
174.0,30,65.562767
187.0,30,65.585535
179.0,30,65.700176
179.0,30,65.723339
192.0,30,65.747084
187.0,30,65.769844
192.0,30,65.88345
177.0,30,65.910291
171.0,30,65.93482
177.0,30,65.957821
192.0,30,66.082579
192.0,30,66.107309
192.0,30,66.131008
205.0,29,66.153256
162.0,17,66.166329
182.0,30,66.284185
192.0,30,66.308111
150.0,30,66.332096
187.0,30,66.355825
147.0,30,66.472333
169.0,30,66.494709
187.0,30,66.519305
158.0,30,66.544583
163.0,30,66.664223
179.0,30,66.687657
147.0,30,66.711303
163.0,30,66.740897
158.0,30,66.764331
166.0,30,66.88389
192.0,30,66.907964
103.0,10,66.915962
187.0,30,66.939195
171.0,30,66.962227
163.0,30,67.096238
179.0,30,67.120864
171.0,30,67.145205
179.0,30,67.170449
155.0,30,67.293222
179.0,30,67.316205
192.0,30,67.340428
171.0,30,67.365904
179.0,30,67.488185
155.0,30,67.512521
179.0,30,67.536989
78.0,5,67.546547
171.0,30,67.570888
179.0,30,67.694092
155.0,30,67.718961
179.0,30,67.742976
155.0,30,67.766718
187.0,30,67.788431
147.0,30,67.909356
171.0,30,67.933295
171.0,30,67.959808
131.0,30,67.983614
187.0,30,68.110084
187.0,30,68.132363
187.0,30,68.156772
147.0,30,68.180678
171.0,30,68.291276
163.0,30,68.314218
139.0,30,68.33759
187.0,30,68.361147
187.0,30,68.486003
187.0,30,68.512126
187.0,30,68.53944
163.0,30,68.566021
139.0,30,68.588961
182.0,30,68.701139
179.0,30,68.724076
187.0,30,68.747302
192.0,30,68.77098
171.0,30,68.880929
163.0,30,68.903898
192.0,30,68.929634
192.0,30,68.951699
187.0,30,69.077839
171.0,30,69.106219
